period_key,plant_key,bu_key,product_group,product_key,account_key,value,version_key,profitcenter_key,costcenter_key,tags
2024-04-01,Europe,Residential,Air Quality & Controls,PureAir Purifier,gross_revenue_total,4755546.0252173655,Actuals,AnnArbor,Detroit,smart
2024-05-01,Europe,Residential,Air Quality & Controls,PureAir Purifier,gross_revenue_total,5779598.280646349,Actuals,AnnArbor,Detroit,smart
2024-06-01,Europe,Residential,Air Quality & Controls,PureAir Purifier,gross_revenue_total,4903899.084283644,Actuals,AnnArbor,Detroit,smart
2019-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,69298.00521462953,Actuals,AnnArbor,Detroit,energyefficient smart
2019-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,79510.58755246438,Actuals,AnnArbor,Detroit,energyefficient smart
2019-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,66079.52938982479,Actuals,AnnArbor,Detroit,energyefficient smart
2019-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,62591.80730197633,Actuals,AnnArbor,Detroit,energyefficient smart
2019-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,53669.936315485866,Actuals,AnnArbor,Detroit,energyefficient smart
2019-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,96694.42744130181,Actuals,AnnArbor,Detroit,energyefficient smart
2019-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,119370.43484481037,Actuals,AnnArbor,Detroit,energyefficient smart
2019-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,81503.71056369813,Actuals,AnnArbor,Detroit,energyefficient smart
2019-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,102687.81791807455,Actuals,AnnArbor,Detroit,energyefficient smart
2019-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,148324.56418757167,Actuals,AnnArbor,Detroit,energyefficient smart
2019-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,82560.18897360061,Actuals,AnnArbor,Detroit,energyefficient smart
2019-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,103427.56852807131,Actuals,AnnArbor,Detroit,energyefficient smart
2020-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,233478.45730732277,Actuals,AnnArbor,Detroit,energyefficient smart
2020-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,227864.98775769013,Actuals,AnnArbor,Detroit,energyefficient smart
2020-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,215473.48264197054,Actuals,AnnArbor,Detroit,energyefficient smart
2020-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,229675.38352958113,Actuals,AnnArbor,Detroit,energyefficient smart
2020-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,278842.92443297023,Actuals,AnnArbor,Detroit,energyefficient smart
2020-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,178356.59996879942,Actuals,AnnArbor,Detroit,energyefficient smart
2020-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,235916.29815962646,Actuals,AnnArbor,Detroit,energyefficient smart
2020-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,343163.65576183517,Actuals,AnnArbor,Detroit,energyefficient smart
2020-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,362178.5358258713,Actuals,AnnArbor,Detroit,energyefficient smart
2020-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,337793.06360134174,Actuals,AnnArbor,Detroit,energyefficient smart
2020-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,392755.9692997048,Actuals,AnnArbor,Detroit,energyefficient smart
2020-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,232802.9297044414,Actuals,AnnArbor,Detroit,energyefficient smart
2021-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,503366.9525107469,Actuals,AnnArbor,Detroit,energyefficient smart
2021-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,284085.9778870973,Actuals,AnnArbor,Detroit,energyefficient smart
2021-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,477221.7408017633,Actuals,AnnArbor,Detroit,energyefficient smart
2021-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,334180.1840168695,Actuals,AnnArbor,Detroit,energyefficient smart
2021-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,278841.7405527498,Actuals,AnnArbor,Detroit,energyefficient smart
2021-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,294168.57483936497,Actuals,AnnArbor,Detroit,energyefficient smart
2021-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,411322.42700960237,Actuals,AnnArbor,Detroit,energyefficient smart
2021-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,355922.57995583944,Actuals,AnnArbor,Detroit,energyefficient smart
2021-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,458976.19776026264,Actuals,AnnArbor,Detroit,energyefficient smart
2021-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,413150.53755597636,Actuals,AnnArbor,Detroit,energyefficient smart
2021-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,392701.9859668606,Actuals,AnnArbor,Detroit,energyefficient smart
2021-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,404593.92654599325,Actuals,AnnArbor,Detroit,energyefficient smart
2022-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,301868.1788304815,Actuals,AnnArbor,Detroit,energyefficient smart
2022-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,433274.42178538645,Actuals,AnnArbor,Detroit,energyefficient smart
2022-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,400053.40161983616,Actuals,AnnArbor,Detroit,energyefficient smart
2022-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,663902.583591435,Actuals,AnnArbor,Detroit,energyefficient smart
2022-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,418757.97968370724,Actuals,AnnArbor,Detroit,energyefficient smart
2022-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,624793.1768762787,Actuals,AnnArbor,Detroit,energyefficient smart
2022-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,766703.7257701536,Actuals,AnnArbor,Detroit,energyefficient smart
2022-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,811097.7783958704,Actuals,AnnArbor,Detroit,energyefficient smart
2022-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,455236.47245813,Actuals,AnnArbor,Detroit,energyefficient smart
2022-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,452911.483070461,Actuals,AnnArbor,Detroit,energyefficient smart
2022-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,602587.6024697451,Actuals,AnnArbor,Detroit,energyefficient smart
2022-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,1015623.1343923702,Actuals,AnnArbor,Detroit,energyefficient smart
2023-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,536816.8905128378,Actuals,AnnArbor,Detroit,energyefficient smart
2023-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,564069.6239336306,Actuals,AnnArbor,Detroit,energyefficient smart
2023-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,428644.03381684737,Actuals,AnnArbor,Detroit,energyefficient smart
2023-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,547546.3700062548,Actuals,AnnArbor,Detroit,energyefficient smart
2023-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,745112.8420364906,Actuals,AnnArbor,Detroit,energyefficient smart
2023-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,349481.06006592285,Actuals,AnnArbor,Detroit,energyefficient smart
2023-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,457812.4766454782,Actuals,AnnArbor,Detroit,energyefficient smart
2023-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,508626.5351437527,Actuals,AnnArbor,Detroit,energyefficient smart
2023-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,1061618.3363039356,Actuals,AnnArbor,Detroit,energyefficient smart
2023-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,701934.1667405831,Actuals,AnnArbor,Detroit,energyefficient smart
2023-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,955792.5304712264,Actuals,AnnArbor,Detroit,energyefficient smart
2023-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,644446.1459415561,Actuals,AnnArbor,Detroit,energyefficient smart
2024-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,842226.6654989028,Actuals,AnnArbor,Detroit,energyefficient smart
2024-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,452379.2547457208,Actuals,AnnArbor,Detroit,energyefficient smart
2024-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,1121334.9928103238,Actuals,AnnArbor,Detroit,energyefficient smart
2024-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,765106.2791637206,Actuals,AnnArbor,Detroit,energyefficient smart
2024-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,776107.5388997785,Actuals,AnnArbor,Detroit,energyefficient smart
2024-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_products,769157.6539145814,Actuals,AnnArbor,Detroit,energyefficient smart
2019-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,33915.78321350505,Actuals,AnnArbor,Detroit,energyefficient smart
2019-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,39247.25420830101,Actuals,AnnArbor,Detroit,energyefficient smart
2019-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,32443.604006781123,Actuals,AnnArbor,Detroit,energyefficient smart
2019-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,30211.27216675416,Actuals,AnnArbor,Detroit,energyefficient smart
2019-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,26104.088392428916,Actuals,AnnArbor,Detroit,energyefficient smart
2019-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,47229.19241285885,Actuals,AnnArbor,Detroit,energyefficient smart
2019-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,58032.92802861904,Actuals,AnnArbor,Detroit,energyefficient smart
2019-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,39772.79415691483,Actuals,AnnArbor,Detroit,energyefficient smart
2019-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,49126.84486453609,Actuals,AnnArbor,Detroit,energyefficient smart
2019-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,71321.32208563294,Actuals,AnnArbor,Detroit,energyefficient smart
2019-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,39447.22782074037,Actuals,AnnArbor,Detroit,energyefficient smart
2019-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,49601.064922133584,Actuals,AnnArbor,Detroit,energyefficient smart
2020-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,112693.02789824319,Actuals,AnnArbor,Detroit,energyefficient smart
2020-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,107099.45718822048,Actuals,AnnArbor,Detroit,energyefficient smart
2020-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,102770.40379546012,Actuals,AnnArbor,Detroit,energyefficient smart
2020-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,108407.98881081001,Actuals,AnnArbor,Detroit,energyefficient smart
2020-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,131948.17240423846,Actuals,AnnArbor,Detroit,energyefficient smart
2020-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,85141.5178675155,Actuals,AnnArbor,Detroit,energyefficient smart
2020-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,108110.44855355503,Actuals,AnnArbor,Detroit,energyefficient smart
2020-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,159275.65304643082,Actuals,AnnArbor,Detroit,energyefficient smart
2020-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,172828.33738783305,Actuals,AnnArbor,Detroit,energyefficient smart
2020-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,160569.792075121,Actuals,AnnArbor,Detroit,energyefficient smart
2020-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,182458.17195086845,Actuals,AnnArbor,Detroit,energyefficient smart
2020-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,108384.60448424808,Actuals,AnnArbor,Detroit,energyefficient smart
2021-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,235687.2676526895,Actuals,AnnArbor,Detroit,energyefficient smart
2021-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,133610.91800176003,Actuals,AnnArbor,Detroit,energyefficient smart
2021-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,218192.42829066634,Actuals,AnnArbor,Detroit,energyefficient smart
2021-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,151758.2386291129,Actuals,AnnArbor,Detroit,energyefficient smart
2021-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,126397.41342637992,Actuals,AnnArbor,Detroit,energyefficient smart
2021-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,137890.8483633748,Actuals,AnnArbor,Detroit,energyefficient smart
2021-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,189512.524777573,Actuals,AnnArbor,Detroit,energyefficient smart
2021-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,160174.39797334294,Actuals,AnnArbor,Detroit,energyefficient smart
2021-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,208551.72382800133,Actuals,AnnArbor,Detroit,energyefficient smart
2021-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,189888.65427361388,Actuals,AnnArbor,Detroit,energyefficient smart
2021-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,181345.24063217288,Actuals,AnnArbor,Detroit,energyefficient smart
2021-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,189482.37300035462,Actuals,AnnArbor,Detroit,energyefficient smart
2022-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,137743.38043241558,Actuals,AnnArbor,Detroit,energyefficient smart
2022-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,199104.99624497016,Actuals,AnnArbor,Detroit,energyefficient smart
2022-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,181004.0383510379,Actuals,AnnArbor,Detroit,energyefficient smart
2022-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,303182.5660755675,Actuals,AnnArbor,Detroit,energyefficient smart
2022-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,195137.95703428943,Actuals,AnnArbor,Detroit,energyefficient smart
2022-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,283554.2676794944,Actuals,AnnArbor,Detroit,energyefficient smart
2022-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,340638.59863681794,Actuals,AnnArbor,Detroit,energyefficient smart
2022-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,370974.63020658126,Actuals,AnnArbor,Detroit,energyefficient smart
2022-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,209201.29224145217,Actuals,AnnArbor,Detroit,energyefficient smart
2022-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,207061.37507038706,Actuals,AnnArbor,Detroit,energyefficient smart
2022-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,274147.08303528896,Actuals,AnnArbor,Detroit,energyefficient smart
2022-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,455993.09331332037,Actuals,AnnArbor,Detroit,energyefficient smart
2023-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,239108.05061309357,Actuals,AnnArbor,Detroit,energyefficient smart
2023-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,252837.51292640815,Actuals,AnnArbor,Detroit,energyefficient smart
2023-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,189920.28313233278,Actuals,AnnArbor,Detroit,energyefficient smart
2023-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,242433.05963132184,Actuals,AnnArbor,Detroit,energyefficient smart
2023-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,332464.16554733913,Actuals,AnnArbor,Detroit,energyefficient smart
2023-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,154384.72174409512,Actuals,AnnArbor,Detroit,energyefficient smart
2023-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,201834.5201845635,Actuals,AnnArbor,Detroit,energyefficient smart
2023-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,228948.13427961242,Actuals,AnnArbor,Detroit,energyefficient smart
2023-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,458202.96272311424,Actuals,AnnArbor,Detroit,energyefficient smart
2023-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,311751.92671292485,Actuals,AnnArbor,Detroit,energyefficient smart
2023-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,422699.7402908902,Actuals,AnnArbor,Detroit,energyefficient smart
2023-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,279372.9090314098,Actuals,AnnArbor,Detroit,energyefficient smart
2024-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,369055.1520912244,Actuals,AnnArbor,Detroit,energyefficient smart
2024-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,193728.65052792188,Actuals,AnnArbor,Detroit,energyefficient smart
2024-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,483561.1880931667,Actuals,AnnArbor,Detroit,energyefficient smart
2024-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,337865.00132712873,Actuals,AnnArbor,Detroit,energyefficient smart
2024-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,336236.55800665624,Actuals,AnnArbor,Detroit,energyefficient smart
2024-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_services,341733.08290707524,Actuals,AnnArbor,Detroit,energyefficient smart
2019-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,132.9826136811022,Actuals,AnnArbor,Detroit,energyefficient smart
2019-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,154.43183111525633,Actuals,AnnArbor,Detroit,energyefficient smart
2019-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,127.37862097025751,Actuals,AnnArbor,Detroit,energyefficient smart
2019-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,117.76695508483093,Actuals,AnnArbor,Detroit,energyefficient smart
2019-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,102.08676423888306,Actuals,AnnArbor,Detroit,energyefficient smart
2019-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,185.02886034061885,Actuals,AnnArbor,Detroit,energyefficient smart
2019-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,226.90880783870193,Actuals,AnnArbor,Detroit,energyefficient smart
2019-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,155.7569990874572,Actuals,AnnArbor,Detroit,energyefficient smart
2019-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,190.77666157962972,Actuals,AnnArbor,Detroit,energyefficient smart
2019-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,277.5699157923479,Actuals,AnnArbor,Detroit,energyefficient smart
2019-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,153.10311449189933,Actuals,AnnArbor,Detroit,energyefficient smart
2019-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,192.81941696717394,Actuals,AnnArbor,Detroit,energyefficient smart
2020-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,439.28961136660394,Actuals,AnnArbor,Detroit,energyefficient smart
2020-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,412.70499417285055,Actuals,AnnArbor,Detroit,energyefficient smart
2020-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,398.5679016389798,Actuals,AnnArbor,Detroit,energyefficient smart
2020-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,418.52629768083517,Actuals,AnnArbor,Detroit,energyefficient smart
2020-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,509.97106269939314,Actuals,AnnArbor,Detroit,energyefficient smart
2020-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,330.32315262226876,Actuals,AnnArbor,Detroit,energyefficient smart
2020-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,411.8805645476046,Actuals,AnnArbor,Detroit,energyefficient smart
2020-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,610.3338145373697,Actuals,AnnArbor,Detroit,energyefficient smart
2020-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,670.4146012717088,Actuals,AnnArbor,Detroit,energyefficient smart
2020-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,621.8199495362653,Actuals,AnnArbor,Detroit,energyefficient smart
2020-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,699.451735398394,Actuals,AnnArbor,Detroit,energyefficient smart
2020-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,415.8943478156028,Actuals,AnnArbor,Detroit,energyefficient smart
2021-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,906.6801471730109,Actuals,AnnArbor,Detroit,energyefficient smart
2021-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,515.0140954778778,Actuals,AnnArbor,Detroit,energyefficient smart
2021-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,830.4027645289577,Actuals,AnnArbor,Detroit,energyefficient smart
2021-04-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,575.7571785037983,Actuals,AnnArbor,Detroit,energyefficient smart
2021-05-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,479.1344599265775,Actuals,AnnArbor,Detroit,energyefficient smart
2021-06-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,530.7254088139234,Actuals,AnnArbor,Detroit,energyefficient smart
2021-07-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,723.7894182677237,Actuals,AnnArbor,Detroit,energyefficient smart
2021-08-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,605.1197025539004,Actuals,AnnArbor,Detroit,energyefficient smart
2021-09-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,791.4397297251305,Actuals,AnnArbor,Detroit,energyefficient smart
2021-10-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,724.4165381419626,Actuals,AnnArbor,Detroit,energyefficient smart
2021-11-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,693.3119702941385,Actuals,AnnArbor,Detroit,energyefficient smart
2021-12-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,729.0047087651753,Actuals,AnnArbor,Detroit,energyefficient smart
2022-01-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,523.7464593379235,Actuals,AnnArbor,Detroit,energyefficient smart
2022-02-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,759.5193305993027,Actuals,AnnArbor,Detroit,energyefficient smart
2022-03-01,Europe,Residential,Air Quality & Controls,ClimateIQ Thermostat,gross_revenue_software,685.5352695432305,Actuals,AnnArbor,Detroit,energyefficient smart
