date,driver_value,driver_category,driver_name,driver_unique_name,qualifier,region,driver_units,driver_classification,driver_source,driver_capture_date,subregion,qualifier_2,denorm
2022-06-01,0.080498069524765,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2022-07-01,0.0,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2022-08-01,0.0,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2022-09-01,0.1639775484800338,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2022-10-01,0.7900736331939697,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2022-11-01,1.59803569316864,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2022-12-01,2.4179234504699707,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-01-01,2.2062432765960693,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-02-01,1.9259908199310305,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-03-01,1.8246228694915771,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-04-01,0.9391441345214844,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-05-01,0.4084531664848327,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-06-01,0.1162749901413917,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-07-01,0.0,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-08-01,0.0059628197923302,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-09-01,0.1401262730360031,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-10-01,0.6737986207008362,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-11-01,1.544370412826538,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2023-12-01,1.9230093955993652,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2024-01-01,2.5789196491241455,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2024-02-01,1.854436993598938,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2024-03-01,1.505612015724182,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2024-04-01,0.8884601593017578,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2024-05-01,0.3100666403770447,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2024-06-01,0.0536653809249401,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-01-01,1.0178990364074707,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-02-01,1.0185890197753906,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-03-01,1.019390106201172,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-04-01,1.019527554512024,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-05-01,1.0191911458969116,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-06-01,1.0182193517684937,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-07-01,1.0169241428375244,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-08-01,1.015414834022522,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-09-01,1.015212893486023,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-10-01,1.015944242477417,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-11-01,1.0173585414886477,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-12-01,1.0183799266815186,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-01-01,1.0176576375961304,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-02-01,1.0127196311950684,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-03-01,1.00213885307312,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-04-01,0.9908524751663208,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-05-01,0.9873322248458862,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-06-01,0.989394187927246,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-07-01,0.992193341255188,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-08-01,0.9947699308395386,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-09-01,0.9969639778137208,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-10-01,0.9977893233299256,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-11-01,0.9979055523872375,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2020-12-01,0.9990549087524414,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-01-01,1.0004671812057495,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-02-01,1.0032674074172974,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-03-01,1.0074056386947632,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-04-01,1.0106960535049438,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-05-01,1.0131793022155762,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-06-01,1.0147188901901243,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-07-01,1.013715744018555,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-08-01,1.011311411857605,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-09-01,1.0096778869628906,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-10-01,1.0078446865081787,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-11-01,1.0055533647537231,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2021-12-01,1.0031249523162842,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-01-01,0.99974125623703,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-02-01,0.995058298110962,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-03-01,0.9895657896995544,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-04-01,0.9855754971504213,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-05-01,0.981791377067566,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-06-01,0.9780266284942628,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-07-01,0.9760125875473022,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-08-01,0.9761139154434204,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-09-01,0.9763566255569458,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-10-01,0.9773594737052916,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-11-01,0.9791887998580932,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2022-12-01,0.9819459915161132,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-01-01,0.98504239320755,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-02-01,0.9875348806381226,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-03-01,0.9891993403434752,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-04-01,0.9912703633308412,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-05-01,0.9931387305259703,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-06-01,0.9949486255645752,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-07-01,0.995820701122284,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-08-01,0.9948650002479552,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-09-01,0.9932698011398317,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-10-01,0.992238700389862,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-11-01,0.993327498435974,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2023-12-01,0.9966116547584534,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2024-01-01,1.000090479850769,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2024-02-01,1.0019713640213013,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2024-03-01,1.002541422843933,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2024-04-01,1.0017600059509275,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2024-05-01,1.0003094673156738,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2024-06-01,0.9994465112686156,Economic,CCI,CCI,Amplitude Adjusted,North America,Index 100: Long Term Average,External,OECD,20241709,,,98.98732
2019-01-01,0.9809377789497375,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-02-01,0.9650275707244872,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-03-01,0.9066673517227172,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-04-01,0.9463459849357604,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-05-01,0.9626023769378662,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-06-01,0.9279730916023254,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-07-01,0.953416645526886,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-08-01,0.9493646025657654,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-09-01,0.9466732144355774,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-10-01,0.9420549869537354,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-11-01,0.95774108171463,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-12-01,0.977619171142578,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-01-01,0.9216488599777222,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-02-01,0.9731075763702391,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-03-01,0.952464520931244,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-04-01,0.958053708076477,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-05-01,0.9172205924987792,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-06-01,0.9500510096549988,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-07-01,0.9848862290382384,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-08-01,0.918686866760254,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-09-01,0.8955066204071045,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-10-01,0.901556670665741,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-11-01,0.9534311294555664,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2020-12-01,1.0081310272216797,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-01-01,0.9755708575248718,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-02-01,0.9897416830062866,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-03-01,0.9491220116615297,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-04-01,0.9826521277427672,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-05-01,0.939560055732727,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-06-01,0.962392508983612,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-07-01,0.9396615028381348,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-08-01,0.932381808757782,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-09-01,0.9499883055686952,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-10-01,0.9342706203460692,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-11-01,0.9803410768508912,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2021-12-01,0.9515966773033142,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-01-01,0.9568939805030824,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-02-01,0.937846302986145,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-03-01,0.978998601436615,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-04-01,0.9276663661003112,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-05-01,0.9636065363883972,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-06-01,0.9375045299530028,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-07-01,0.9223106503486632,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-08-01,0.933929979801178,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-09-01,0.9257916212081908,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-10-01,0.9410715699195862,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-11-01,0.937807321548462,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2022-12-01,0.954621195793152,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-01-01,0.961151957511902,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-02-01,0.9427566528320312,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-03-01,1.1350723505020142,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-04-01,1.144830584526062,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-05-01,1.1191502809524536,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-06-01,1.1578125953674316,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-07-01,1.1619656085968018,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-08-01,1.1421815156936646,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-09-01,1.2100589275360107,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-10-01,1.164296269416809,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-11-01,1.1323968172073364,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2023-12-01,1.1246551275253296,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2024-01-01,1.128682255744934,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2024-02-01,1.12033212184906,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2024-03-01,1.1708427667617798,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2024-04-01,1.1142578125,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2024-05-01,1.13336181640625,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2024-06-01,1.1194781064987185,Economic,Metals Price,Metals Price - Aluminum Price,Aluminum Price,Global,US Dollars per Pound,External,,20242709,,,1.1620998
2019-01-01,1.027957558631897,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-01-01,0.8821619153022766,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-01-01,1.069061040878296,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-01-01,0.920807957649231,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-01-01,0.9701331257820128,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-01-01,0.8520790338516235,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-02-01,1.0160558223724363,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-02-01,0.9192604422569276,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-02-01,0.9231994152069092,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-02-01,1.0164989233016968,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-02-01,0.8785664439201355,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-02-01,1.0086455345153809,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-03-01,1.004522681236267,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-03-01,0.8897829651832581,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-03-01,0.9088456630706788,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-03-01,0.9359053373336792,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-03-01,0.9872896075248718,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-03-01,0.948633313179016,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-04-01,1.0618196725845337,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-04-01,0.9265194535255432,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-04-01,0.9456838369369508,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-04-01,1.021285891532898,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-04-01,1.045280933380127,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-04-01,1.0314868688583374,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-05-01,1.0023483037948608,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-05-01,0.9461371302604676,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-05-01,1.0263866186141968,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-05-01,0.9172083735466005,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-05-01,1.0044960975646973,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-05-01,1.0581355094909668,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-06-01,1.0621944665908811,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-06-01,0.9226020574569702,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-06-01,0.9722877144813538,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
